-DOCSTART- -X- O
on -X- _ O
this -X- _ O
matter. -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Mark -X- _ B-PER
Marquez -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$975644 -X- _ B-AMOUNT
from -X- _ O
Simpson -X- _ B-ORG
Inc -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2021-02-08. -X- _ B-DATE
There -X- _ O
are -X- _ O
THOUSANDS -X- _ O
OF -X- _ O
COMPLAINT -X- _ O
'S -X- _ O
FOR -X- _ O
( -X- _ O
NATIONSTAR -X- _ O
) -X- _ O
MORTGAGE? -X- _ O
/ -X- _ O
DEBT -X- _ O
COLLECTOR -X- _ O
XXXXLOOK -X- _ O
this -X- _ O
UP -X- _ O
Avoid -X- _ O
being -X- _ O
CHEATED -X- _ O
OUT -X- _ O
OF -X- _ O
YOUR -X- _ O
HOME -X- _ O
BEFORE -X- _ O
IT -X- _ O
'S -X- _ O
TOO -X- _ O
LATE -X- _ O
Fraud -X- _ O
the -X- _ O
scam -X- _ O
is -X- _ O
REAL, -X- _ O
It -X- _ O
's -X- _ O
happing -X- _ O
Know. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Nelson-Herman -X- _ B-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$872475 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2020-11-08. -X- _ B-DATE
Nationstar -X- _ B-ORG
is -X- _ O
not -X- _ O
acknowledging -X- _ O
my -X- _ O
appeal -X- _ O
request -X- _ O
even -X- _ O
though -X- _ O
it -X- _ O
was -X- _ O
faxed -X- _ O
it -X- _ O
prior -X- _ O
to -X- _ O
the -X- _ O
due -X- _ O
date -X- _ O
and -X- _ O
have -X- _ O
decided -X- _ O
to -X- _ O
proceed -X- _ O
with -X- _ O
the -X- _ O
auction -X- _ O
of -X- _ O
my -X- _ O
home -X- _ O
and -X- _ O
not -X- _ O
allowing -X- _ O
me -X- _ O
any -X- _ O
options -X- _ O
besides -X- _ O
reinstating -X- _ O
$80000.00 -X- _ B-AMOUNT
which -X- _ O
I -X- _ O
currently -X- _ O
do -X- _ O
not -X- _ O
have -X- _ O
or -X- _ O
short -X- _ O
selling -X- _ O
my -X- _ O
home. -X- _ O
They -X- _ O
have -X- _ O
denied -X- _ O
me -X- _ O
for -X- _ O
all -X- _ O
government -X- _ O
programs -X- _ O
due -X- _ O
to -X- _ O
my -X- _ O
house -X- _ O
being -X- _ O
upside -X- _ O
down -X- _ O
in -X- _ O
equity. -X- _ O
It -X- _ O
is -X- _ O
not -X- _ O
my -X- _ O
fault -X- _ O
the -X- _ O
housing -X- _ O
market -X- _ O
it -X- _ O
not -X- _ O
what -X- _ O
it -X- _ O
used -X- _ O
to -X- _ O
be -X- _ O
and -X- _ O
I -X- _ O
feel -X- _ O
this -X- _ O
is -X- _ O
an -X- _ O
unfair -X- _ O
reason -X- _ O
to -X- _ O
deny -X- _ O
me -X- _ O
of -X- _ O
options -X- _ O
to -X- _ O
save -X- _ O
and -X- _ O
keep -X- _ O
my -X- _ O
home. -X- _ O
I -X- _ O
was -X- _ O
denied -X- _ O
because -X- _ O
they -X- _ O
said -X- _ O
they -X- _ O
were -X- _ O
unable -X- _ O
to -X- _ O
create -X- _ O
an -X- _ O
affordable -X- _ O
payment. -X- _ O
I -X- _ O
can -X- _ O
afford -X- _ O
the -X- _ O
payment -X- _ O
not -X- _ O
that -X- _ O
my -X- _ O
expenses -X- _ O
have -X- _ O
reduced -X- _ O
so -X- _ O
why -X- _ O
ca -X- _ O
n't -X- _ O
they -X- _ O
just -X- _ O
allow -X- _ O
me -X- _ O
to -X- _ O
make -X- _ O
my -X- _ O
payments? -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Christine -X- _ B-PER
Waters -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Barron, -X- _ B-ORG
Norman -X- _ I-ORG
and -X- _ I-ORG
Waller -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$493714. -X- _ B-AMOUNT
This -X- _ O
account -X- _ O
was -X- _ O
placed -X- _ O
with -X- _ O
this -X- _ O
collection -X- _ O
agency. -X- _ O
And -X- _ O
I -X- _ O
offered -X- _ O
to -X- _ O
pay -X- _ O
this -X- _ O
old -X- _ O
debt -X- _ O
off -X- _ O
in -X- _ O
full, -X- _ O
for -X- _ O
removal -X- _ O
from -X- _ O
my -X- _ O
credit -X- _ O
reports. -X- _ O
This -X- _ O
negative -X- _ O
trade -X- _ O
line -X- _ O
is -X- _ O
preventing -X- _ O
me -X- _ O
from -X- _ O
obtaining -X- _ O
a -X- _ O
new -X- _ O
apartment. -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Jennifer -X- _ B-PER
Chung -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$30397 -X- _ B-AMOUNT
from -X- _ O
Vang, -X- _ B-ORG
Lucas -X- _ I-ORG
and -X- _ I-ORG
Steele -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2020-06-12. -X- _ B-DATE
The -X- _ O
company -X- _ O
's -X- _ O
website -X- _ O
does -X- _ O
not -X- _ O
work -X- _ O
at -X- _ O
all -X- _ O
and -X- _ O
keeps -X- _ O
giving -X- _ O
error -X- _ O
messages -X- _ O
upon -X- _ O
login. -X- _ O
The -X- _ O
company -X- _ O
continues -X- _ O
to -X- _ O
have -X- _ O
issues -X- _ O
ongoing -X- _ O
and -X- _ O
I -X- _ O
was -X- _ O
assessed -X- _ O
a -X- _ O
$30.00 -X- _ B-AMOUNT
fee -X- _ O
due -X- _ O
to -X- _ O
one -X- _ O
of -X- _ O
their -X- _ O
website -X- _ O
issues. -X- _ O
I -X- _ O
CAN'T -X- _ O
EVEN -X- _ O
LOG -X- _ O
IN -X- _ O
TO -X- _ O
PAY -X- _ O
MY -X- _ O
BILL. -X- _ O
NOBODY -X- _ O
ANSWERS -X- _ O
WHEN -X- _ O
YOU -X- _ O
CALL -X- _ O
OR -X- _ O
YOU -X- _ O
GET -X- _ O
SOMEONE -X- _ O
WHO -X- _ O
IS -X- _ O
COMPLETELY -X- _ O
CLUELESS -X- _ O
AND -X- _ O
UNHELPFUL. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Karen -X- _ B-PER
Andrews -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Roth -X- _ B-ORG
LLC -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$322863. -X- _ B-AMOUNT
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
calls -X- _ O
approximately -X- _ O
10-15 -X- _ O
times -X- _ O
a -X- _ O
day -X- _ O
on -X- _ O
certain -X- _ O
days -X- _ O
from -X- _ O
XXXX- -X- _ O
XXXX. -X- _ O
Sometimes -X- _ O
on -X- _ O
weekends. -X- _ O
All -X- _ O
call -X- _ O
are -X- _ O
robo -X- _ O
calls -X- _ O
or -X- _ O
in -X- _ O
person -X- _ O
calls. -X- _ O
We -X- _ O
are -X- _ O
financially -X- _ O
struggling -X- _ O
and -X- _ O
tried -X- _ O
working -X- _ O
things -X- _ O
out, -X- _ O
but -X- _ O
these -X- _ O
harrasing -X- _ O
call -X- _ O
are -X- _ O
getting -X- _ O
out -X- _ O
of -X- _ O
control. -X- _ O
After -X- _ O
talking -X- _ O
to -X- _ O
them -X- _ O
they -X- _ O
call -X- _ O
the -X- _ O
next -X- _ O
day -X- _ O
over -X- _ O
and -X- _ O
over. -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Bruce -X- _ B-PER
Decker -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$612870 -X- _ B-AMOUNT
from -X- _ O
Silva -X- _ B-ORG
PLC -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2021-05-30. -X- _ B-DATE
On -X- _ O
XX/XX/2019 -X- _ O
my -X- _ O
partner -X- _ O
and -X- _ O
I -X- _ O
attended -X- _ O
a -X- _ O
XXXX -X- _ O
timeshare -X- _ O
presentation -X- _ O
in -X- _ O
XXXX -X- _ O
XXXX -X- _ O
Nevada. -X- _ O
I -X- _ O
later -X- _ O
found -X- _ O
out -X- _ O
that -X- _ O
my -X- _ O
signature -X- _ O
had -X- _ O
been -X- _ O
forged -X- _ O
to -X- _ O
open -X- _ O
a -X- _ O
trial -X- _ O
vacation -X- _ O
club -X- _ O
package. -X- _ O
The -X- _ O
forged -X- _ O
signature -X- _ O
was -X- _ O
attached -X- _ O
to -X- _ O
a -X- _ O
authorization -X- _ O
of -X- _ O
sale -X- _ O
in -X- _ O
the -X- _ O
amount -X- _ O
of -X- _ O
$3100.00. -X- _ B-AMOUNT
I -X- _ O
did -X- _ O
not -X- _ O
authorize -X- _ O
this -X- _ O
transaction. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Michael -X- _ B-PER
Pacheco -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Smith, -X- _ B-ORG
Harding -X- _ I-ORG
and -X- _ I-ORG
Lowe -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$51567. -X- _ B-AMOUNT
I -X- _ O
was -X- _ O
not -X- _ O
notified -X- _ O
of -X- _ O
the -X- _ O
attempt -X- _ O
to -X- _ O
collect -X- _ O
on -X- _ O
the -X- _ O
debt. -X- _ O
I -X- _ O
recently -X- _ O
found -X- _ O
out -X- _ O
about -X- _ O
it -X- _ O
when -X- _ O
I -X- _ O
looked -X- _ O
into -X- _ O
my -X- _ O
credit -X- _ O
report. -X- _ O
I -X- _ O
called -X- _ O
the -X- _ O
agency -X- _ O
& -X- _ O
they -X- _ O
stated -X- _ O
that -X- _ O
they -X- _ O
did -X- _ O
not -X- _ O
have -X- _ O
my -X- _ O
apt -X- _ O
number -X- _ O
& -X- _ O
that -X- _ O
the -X- _ O
letters -X- _ O
were -X- _ O
returned -X- _ O
back -X- _ O
to -X- _ O
them. -X- _ O
They -X- _ O
obtained -X- _ O
my -X- _ O
cc -X- _ O
# -X- _ O
from -X- _ O
me. -X- _ O
Also -X- _ O
this -X- _ O
was -X- _ O
a -X- _ O
car -X- _ O
accident -X- _ O
had -X- _ O
I -X- _ O
known -X- _ O
about -X- _ O
the -X- _ O
bills -X- _ O
I -X- _ O
would -X- _ O
have -X- _ O
submitted -X- _ O
them -X- _ O
to -X- _ O
my -X- _ O
car -X- _ O
insurance -X- _ O
to -X- _ O
cover -X- _ O
them. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Simmons, -X- _ B-ORG
Ellis -X- _ I-ORG
and -X- _ I-ORG
Collins -X- _ I-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$620628 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2021-08-30. -X- _ B-DATE
I -X- _ O
graduated -X- _ O
from -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
in -X- _ O
XXXX -X- _ O
with -X- _ O
debt -X- _ O
over -X- _ O
$150000.00 -X- _ B-AMOUNT
in -X- _ O
private -X- _ O
and -X- _ O
federal -X- _ O
student -X- _ O
loans. -X- _ O
After -X- _ O
years -X- _ O
of -X- _ O
paying, -X- _ O
I -X- _ O
realized -X- _ O
that -X- _ O
the -X- _ O
private -X- _ O
loans -X- _ O
listed -X- _ O
my -X- _ O
school -X- _ O
as -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX. -X- _ O
I -X- _ O
never -X- _ O
attended -X- _ O
that -X- _ O
school. -X- _ O
The -X- _ O
error -X- _ O
made -X- _ O
me -X- _ O
concerned -X- _ O
that -X- _ O
other -X- _ O
data -X- _ O
in -X- _ O
my -X- _ O
account -X- _ O
might -X- _ O
be -X- _ O
wrong -X- _ O
too, -X- _ O
like -X- _ O
the -X- _ O
amount -X- _ O
owed. -X- _ O
As -X- _ O
of -X- _ O
XX/XX/XXXX, -X- _ O
Navient -X- _ O
claims -X- _ O
I -X- _ O
still -X- _ O
owe -X- _ O
$23000.00 -X- _ B-AMOUNT
from -X- _ O
attending -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX. -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Benjamin -X- _ B-PER
Herrera -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$65869 -X- _ B-AMOUNT
from -X- _ O
Ramos, -X- _ B-ORG
Boyer -X- _ I-ORG
and -X- _ I-ORG
Boyd -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2020-08-27. -X- _ B-DATE
On -X- _ O
XXXX -X- _ O
of -X- _ O
XXXX, -X- _ O
I -X- _ O
called -X- _ O
to -X- _ O
get -X- _ O
my -X- _ O
monthly -X- _ O
payments -X- _ O
lowered. -X- _ O
No -X- _ O
help -X- _ O
waited -X- _ O
on -X- _ O
hold -X- _ O
for -X- _ O
45 -X- _ O
minutes -X- _ O
to -X- _ O
be -X- _ O
told -X- _ O
to -X- _ O
go -X- _ O
online -X- _ O
and -X- _ O
try -X- _ O
to -X- _ O
select -X- _ O
an -X- _ O
option. -X- _ O
She -X- _ O
stated -X- _ O
on -X- _ O
her -X- _ O
end -X- _ O
that -X- _ O
she -X- _ O
could -X- _ O
n't -X- _ O
lower -X- _ O
it -X- _ O
if -X- _ O
I -X- _ O
did -X- _ O
n't -X- _ O
apply -X- _ O
for -X- _ O
IBR. -X- _ O
So -X- _ O
I -X- _ O
did -X- _ O
what -X- _ O
I -X- _ O
was -X- _ O
told. -X- _ O
Never -X- _ O
heard -X- _ O
anything -X- _ O
back -X- _ O
so -X- _ O
now -X- _ O
its -X- _ O
XXXX -X- _ O
XXXX -X- _ O
and -X- _ O
I -X- _ O
get -X- _ O
an -X- _ O
automated -X- _ O
call -X- _ O
telling -X- _ O
me -X- _ O
I -X- _ O
was -X- _ O
denied. -X- _ O
I -X- _ O
need -X- _ O
to -X- _ O
start -X- _ O
paying -X- _ O
XXXX -X- _ O
by -X- _ O
XXXX -X- _ O
XXXX, -X- _ O
XXXX -X- _ O
I -X- _ O
ca -X- _ O
n't -X- _ O
afford -X- _ O
that. -X- _ O
So -X- _ O
I -X- _ O
called -X- _ O
again -X- _ O
this -X- _ O
time -X- _ O
waited -X- _ O
on -X- _ O
hold -X- _ O
for -X- _ O
1 -X- _ O
hour. -X- _ O
Explain -X- _ O
my -X- _ O
situation -X- _ O
and -X- _ O
everything. -X- _ O
She -X- _ O
basically -X- _ O
told -X- _ O
me -X- _ O
there -X- _ O
was -X- _ O
noting -X- _ O
she -X- _ O
can -X- _ O
do -X- _ O
I -X- _ O
need -X- _ O
to -X- _ O
pay -X- _ O
by -X- _ O
the -X- _ O
due -X- _ O
date -X- _ O
and -X- _ O
hung -X- _ O
up -X- _ O
in -X- _ O
my -X- _ O
face. -X- _ O
So -X- _ O
unprofessional -X- _ O
and -X- _ O
rude. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Vance, -X- _ B-ORG
Hughes -X- _ I-ORG
and -X- _ I-ORG
Stanley -X- _ I-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$463857 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2020-12-31. -X- _ B-DATE
My -X- _ O
student -X- _ O
loans -X- _ O
are -X- _ O
with -X- _ O
Nelnet. -X- _ O
They -X- _ O
are -X- _ O
in -X- _ O
in -X- _ O
forbearance. -X- _ O
Yet -X- _ O
my -X- _ O
credit -X- _ O
reports -X- _ O
show -X- _ O
numerous -X- _ O
late -X- _ O
pays. -X- _ O
I -X- _ O
am -X- _ O
positive -X- _ O
that -X- _ O
this -X- _ O
should -X- _ O
not -X- _ O
have -X- _ O
been -X- _ O
reported. -X- _ O
I -X- _ O
always -X- _ O
made -X- _ O
sure -X- _ O
to -X- _ O
do -X- _ O
my -X- _ O
forbearances -X- _ O
in -X- _ O
a -X- _ O
timely -X- _ O
fashion -X- _ O
AND -X- _ O
would -X- _ O
check -X- _ O
to -X- _ O
make -X- _ O
sure -X- _ O
that -X- _ O
nothing -X- _ O
would -X- _ O
be -X- _ O
reported. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Matthew -X- _ B-PER
Miller -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Hall, -X- _ B-ORG
Knight -X- _ I-ORG
and -X- _ I-ORG
Henderson -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$796506. -X- _ B-AMOUNT
I -X- _ O
recently -X- _ O
obtained -X- _ O
an -X- _ O
attorney -X- _ O
to -X- _ O
file -X- _ O
a -X- _ O
chapter -X- _ O
XXXX -X- _ O
bankruptcy, -X- _ O
my -X- _ O
attorney -X- _ O
is -X- _ O
in -X- _ O
the -X- _ O
process -X- _ O
of -X- _ O
filing -X- _ O
my -X- _ O
bankruptcy. -X- _ O
I -X- _ O
contacted -X- _ O
Hyundai -X- _ O
motor -X- _ O
finance -X- _ O
to -X- _ O
inform -X- _ O
them -X- _ O
of -X- _ O
this -X- _ O
thru -X- _ O
phone -X- _ O
and -X- _ O
email -X- _ O
and -X- _ O
they -X- _ O
told -X- _ O
me -X- _ O
to -X- _ O
contact -X- _ O
there -X- _ O
bankruptcy -X- _ O
department. -X- _ O
I -X- _ O
did -X- _ O
so, -X- _ O
and -X- _ O
gave -X- _ O
them -X- _ O
my -X- _ O
attorney -X- _ O
's -X- _ O
information. -X- _ O
They -X- _ O
said -X- _ O
they -X- _ O
tried -X- _ O
to -X- _ O
contact -X- _ O
my -X- _ O
attorney -X- _ O
and -X- _ O
he -X- _ O
won't -X- _ O
answer -X- _ O
their -X- _ O
phone -X- _ O
calls -X- _ O
which -X- _ O
is -X- _ O
not -X- _ O
true. -X- _ O
Now -X- _ O
they -X- _ O
threatening -X- _ O
repossession -X- _ O
of -X- _ O
my -X- _ O
vehicle -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Gregory -X- _ B-PER
Gomez -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$424987 -X- _ B-AMOUNT
from -X- _ O
Cruz -X- _ B-ORG
LLC -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2020-03-19. -X- _ B-DATE
I -X- _ O
requested -X- _ O
a -X- _ O
two-month -X- _ O
forbearance -X- _ O
for -X- _ O
my -X- _ O
private -X- _ O
student -X- _ O
loan -X- _ O
and -X- _ O
my -X- _ O
request -X- _ O
was -X- _ O
denied -X- _ O
by -X- _ O
" -X- _ O
the -X- _ O
system. -X- _ O
'' -X- _ O
Citibank -X- _ O
was -X- _ O
unwilling -X- _ O
to -X- _ O
consider -X- _ O
alternative -X- _ O
payment -X- _ O
arrangements, -X- _ O
despite -X- _ O
my -X- _ O
recent -X- _ O
unemployment -X- _ O
and -X- _ O
my -X- _ O
cosigner -X- _ O
being -X- _ O
on -X- _ O
a -X- _ O
medical -X- _ O
leave -X- _ O
of -X- _ O
absence. -X- _ O
I -X- _ O
have -X- _ O
no -X- _ O
history -X- _ O
of -X- _ O
late -X- _ O
payments -X- _ O
and -X- _ O
am -X- _ O
not -X- _ O
sure -X- _ O
how -X- _ O
soon -X- _ O
I -X- _ O
will -X- _ O
be -X- _ O
able -X- _ O
to -X- _ O
make -X- _ O
a -X- _ O
payment. -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Jill -X- _ B-PER
Ward -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$421046 -X- _ B-AMOUNT
from -X- _ O
Sanchez, -X- _ B-ORG
Lee -X- _ I-ORG
and -X- _ I-ORG
Rocha -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2021-08-06. -X- _ B-DATE
This -X- _ O
incident -X- _ O
jus -X- _ O
recently -X- _ O
happened -X- _ O
this -X- _ O
past -X- _ O
weekend -X- _ O
( -X- _ O
XX/XX/XXXX) -X- _ O
during -X- _ O
a -X- _ O
purchase -X- _ O
of -X- _ O
a -X- _ O
home -X- _ O
that -X- _ O
got -X- _ O
shut -X- _ O
down -X- _ O
due -X- _ O
to -X- _ O
a -X- _ O
mishap -X- _ O
on -X- _ O
my -X- _ O
credit -X- _ O
that -X- _ O
we -X- _ O
have -X- _ O
been -X- _ O
protecting -X- _ O
for -X- _ O
months. -X- _ O
It -X- _ O
was -X- _ O
a -X- _ O
collection -X- _ O
agency -X- _ O
affiliated -X- _ O
with -X- _ O
XXXX -X- _ O
on -X- _ O
a -X- _ O
account -X- _ O
that -X- _ O
has -X- _ O
been -X- _ O
closed -X- _ O
for -X- _ O
a -X- _ O
year -X- _ O
or -X- _ O
more -X- _ O
now. -X- _ O
There -X- _ O
was -X- _ O
no -X- _ O
info -X- _ O
notification -X- _ O
or -X- _ O
letters -X- _ O
of -X- _ O
any -X- _ O
type -X- _ O
that -X- _ O
would -X- _ O
have -X- _ O
informed -X- _ O
me -X- _ O
so. -X- _ O
They -X- _ O
jus -X- _ O
popped -X- _ O
it -X- _ O
on -X- _ O
my -X- _ O
credit -X- _ O
and -X- _ O
it -X- _ O
dropped -X- _ O
50 -X- _ O
points -X- _ O
over -X- _ O
something -X- _ O
that -X- _ O
doesn't -X- _ O
exist, -X- _ O
that's -X- _ O
been -X- _ O
closed -X- _ O
with -X- _ O
a -X- _ O
confirmation -X- _ O
number -X- _ O
as -X- _ O
well.Some -X- _ O
action -X- _ O
definitely -X- _ O
needs -X- _ O
to -X- _ O
be -X- _ O
taken -X- _ O
for -X- _ O
a -X- _ O
fraudulent -X- _ O
charge -X- _ O
on -X- _ O
myself -X- _ O
that -X- _ O
isn't -X- _ O
active. -X- _ O
If -X- _ O
something -X- _ O
isn't -X- _ O
resolved -X- _ O
there -X- _ O
may -X- _ O
be -X- _ O
legal -X- _ O
action -X- _ O
looked -X- _ O
into. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Brooks-Rogers -X- _ B-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$571473 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2021-02-23. -X- _ B-DATE
Went -X- _ O
to -X- _ O
dealer -X- _ O
to -X- _ O
buy -X- _ O
car -X- _ O
coming -X- _ O
off -X- _ O
lease. -X- _ O
They -X- _ O
said -X- _ O
to -X- _ O
buy -X- _ O
direct -X- _ O
from -X- _ O
XXXX -X- _ O
XXXX. -X- _ O
We -X- _ O
were -X- _ O
told -X- _ O
a -X- _ O
week -X- _ O
to -X- _ O
10 -X- _ O
days. -X- _ O
We -X- _ O
paid -X- _ O
it -X- _ O
off -X- _ O
and -X- _ O
provided -X- _ O
a -X- _ O
mileage -X- _ O
statement. -X- _ O
That -X- _ O
was -X- _ O
over -X- _ O
three -X- _ O
weeks. -X- _ O
Different -X- _ O
story -X- _ O
every -X- _ O
time -X- _ O
you -X- _ O
talk -X- _ O
to -X- _ O
them. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Mahoney-Perez -X- _ B-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$417107 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2020-02-02. -X- _ B-DATE
My -X- _ O
old -X- _ O
loan -X- _ O
company -X- _ O
sold -X- _ O
my -X- _ O
loan -X- _ O
to -X- _ O
the -X- _ O
new -X- _ O
loan -X- _ O
company -X- _ O
Caliber -X- _ O
home -X- _ O
loans -X- _ O
and -X- _ O
in -X- _ O
the -X- _ O
process -X- _ O
a -X- _ O
payment -X- _ O
I -X- _ O
made -X- _ O
was -X- _ O
lost -X- _ O
on -X- _ O
the -X- _ O
loan -X- _ O
companies -X- _ O
end -X- _ O
but -X- _ O
they -X- _ O
still -X- _ O
took -X- _ O
my -X- _ O
money. -X- _ O
I -X- _ O
made -X- _ O
two -X- _ O
payments -X- _ O
to -X- _ O
the -X- _ O
old -X- _ O
loan -X- _ O
company -X- _ O
on -X- _ O
XX/XX/XXXX, -X- _ O
and -X- _ O
XX/XX/XXXX -X- _ O
and -X- _ O
two -X- _ O
payments -X- _ O
to -X- _ O
the -X- _ O
new -X- _ O
loan -X- _ O
company -X- _ O
XX/XX/XXXX, -X- _ O
and -X- _ O
XX/XX/XXXX. -X- _ O
The -X- _ O
payment -X- _ O
on -X- _ O
XX/XX/XXXX -X- _ O
is -X- _ O
missing -X- _ O
and -X- _ O
both -X- _ O
loan -X- _ O
companies -X- _ O
dont -X- _ O
know -X- _ O
where -X- _ O
its -X- _ O
at. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Christopher -X- _ B-PER
Martin -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Bentley -X- _ B-ORG
Ltd -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$678945. -X- _ B-AMOUNT
I -X- _ O
began -X- _ O
attending -X- _ O
XXXX -X- _ O
XXXX -X- _ O
at -X- _ O
age -X- _ O
XXXX -X- _ O
and -X- _ O
began -X- _ O
signing -X- _ O
loan -X- _ O
documents -X- _ O
while -X- _ O
I -X- _ O
was -X- _ O
still -X- _ O
in -X- _ O
high -X- _ O
school. -X- _ O
I -X- _ O
have -X- _ O
accumulated -X- _ O
XXXX -X- _ O
loans -X- _ O
to -X- _ O
both -X- _ O
private -X- _ O
institutions -X- _ O
and -X- _ O
the -X- _ O
federal -X- _ O
government -X- _ O
totaling -X- _ O
over -X- _ O
$50000.00. -X- _ B-AMOUNT
I -X- _ O
have -X- _ O
an -X- _ O
XXXX -X- _ O
in -X- _ O
XXXX -X- _ O
XXXX -X- _ O
which -X- _ O
has -X- _ O
not -X- _ O
been -X- _ O
accepted -X- _ O
for -X- _ O
transfer -X- _ O
to -X- _ O
any -X- _ O
four -X- _ O
year -X- _ O
institution -X- _ O
at -X- _ O
which -X- _ O
I -X- _ O
have -X- _ O
applied. -X- _ O
